name,line
Loid," Alas, it is too early to give up."
Loid, This plan has only just begun.
Sign, THE TARGET'S SECOND SON
Yor, Good mworning...
Loid," Good morning, Yor. Breakfast is ready."
Loid, Looks like the three of us are getting used to life as a family.
Loid, Is Anya still asleep?
Loid, She's still worried about what happened yesterday?
Loid, Come on out. I won't get mad.
Loid," Eat quickly, or you'll be late."
Anya, I'm sorry I'm bad at school.
Yor," No, that was my fault."
Loid, There's no point to worrying about the past.
Loid, Just make sure you don't get into any more fights.
Loid," Okay, come on. Cheer up."
Loid, Your classes start today.
Yor," You're so kind, Loid."
Loid, Figuring out what we can do next is far more constructive than dwelling on the past.
Loid," Besides, it would be much worse if she somehow"
Loid, got sick of school and didn't want to go anymore.
Loid, I need her school life to go as smoothly as possible for the sake of this mission.
Loid," Oh, and make sure you apologize to Damian at school today."
Loid, Got it?
Anya, Yep. Gonna go now.
Loid, Do your best and be a good girl!
Yor," It's time for us to head to work, too."
Loid, Yes.
Loid," I'm counting on you, Anya."
Loid, The peace of the world rests on you two making amends.
Anya, Anya will do her best.
Driver," Have a wonderful day, Miss Becky."
Anya, Miss Rich Girl!
Becky," Oh, Anya. Good day to you."
Anya," Do you live in a castle, Miss Rich Girl?"
Becky, Of course not.
Becky, You came here on the school bus?
Becky, I could have my driver give you a ride to and from school from now on.
Anya," Does that mean I get to be a Miss Rich Girl, too?"
Becky, I never said anything about adopting you.
Becky," Aw, I'm jealous of the dorm kids who don't have to go to and from school."
Becky, Bleh...
Emile," What do you mean, ""Bleh""? You rude little girl!"
Becky," Ugh, it's only morning and you're already obnoxious."
Emile, What's her problem?
Ewen, Know your place!
Becky, Nyah!
Loid, Make sure you apologize.
Anya, Um...
Anya," Um, yesterday, I..."
Becky," Let's go, Anya. Our class is about to start."
Ewen," Hey, wait!"
Becky, You'll just catch their stupid if you keep talking to them.
Anya, But world peace!
Sign," He was worried, so he came to check on her"
Loid," Stop getting in the way, Blackbell girl!"
Loid," No, wait."
Loid," As I recall, Blackbell and the Desmond Group are actually business partners."
Loid, Could this girl be under orders from an enemyorganization to put a stop to our mission?
Loid," No, calm down. That's not possible."
Loid, First impressions are the most important thing when forming a group of friends at school.
Loid," They must make amends today, no matter what."
Becky, You know...
Becky, Hm.
Alice," That's the girl who got violent, right?"
Jesse, How scary! So barbaric.
Sara, Is the girl next to her another delinquent?
Johnny," She just hit him out of nowhere without a reason, right? That's nuts."
Male student B, I don't want to be in the same class as her.
Female student A," What if she hits me, too?"
Male student A, I can't believe she came to school. Talk about a pain.
Anya, School is scary...
Becky, People are so shallow.
Becky, They can only judge what's on the surface.
Anya," Are you a smart person, Rich Girl?"
Becky," Aw, I wouldn't say that."
Becky," And call me Becky, not ""Rich Girl."""
Instructor," All right, be seated."
Becky, I hope we become the best of friends.
Becky," I'm the only one who knows how good you are, Anya."
Female student B," Honestly, people like that are just..."
Male student B, We'd better stay away from them.
Anya," School is scary, but I think it might be okay."
Becky," Hey, look! Isn't this cute?"
Emile, Tch!
Ewen," Why don't you give them a piece of your mind, Lord Damian?"
Damian, That's right. My name is Damian Desmond.
Instructor," All right, I'm calling the roll. Abel."
Damian," As one of the sons of a prestigious family, I was born into a life of privilege."
Abel, Here.
Instructor, Alice.
Alice, Here.
Instructor, Edward.
Edward, Here.
Damian, No one had ever defied me before.
Instructor, Damian.
Instructor," Yikes, the Desmond Group's chairman's son."
Damian, I've never even been hit by my older brother.
Instructor, Mr. Desmond.
Damian, And yet...
Instructor, Mr. Desmond.
Damian, Here.
Instructor, Conner.
Damian, This is the first time I've had to deal with such...
Conner, Here.
Instructor, George.
Damian, With such...
George, Here.
Damian, With such...
Instructor, Herman.
Herman, Here.
Dominic, With such...
Instructor, Sara.
Sara, Here.
Instructor, Johnny.
Johnny, Here.
Instructor, Jesse.
Jesse, Here.
Instructor, Carl.
Carl, Here.
Instructor," Well, today will be our first lesson,"
Instructor, so before we begin...
Instructor, This is the starting line for all of you who worked so hard to get into this school...
Sign, Math Class
Instructor," As you can see in this example, when this and this are like this..."
Instructor," And that's why this turns out like this, and this is... this."
Instructor, So you get this answer by doing this...
Instructor," And if you get this answer, you can use the same method to get the answer over here."
Instructor, She had the nerve to fall asleep in first period on her first day.
Instructor, Is she actually a delinquent?
Instructor, How scary.
Becky, Anya!
Becky, We have science class next. Wake up!
Anya, Second son!
Anya, I have to apologize to the second son.
Becky, Second son? You mean Damian?
Becky, He already left.
Becky, And just leave that loser alone.
Anya, But peace will be in trouble if I don't apologize to the second son.
Becky, You mean it'll put a damper on your peaceful school life?
Becky," I mean, yeah... Who knows what that boy will try to do?"
Becky, But don't worry.
Becky," I'm on your side, Anya!"
Becky," I'll protect you, no matter what."
Anya," Oh, it's okay, then."
Becky, Yes.
Loid," No, it's not!"
Anya, Papa?!
Loid, I need a way to tell her how important that apology is!
Sign, Science Class
Sign, <Fortune for Good Little Children>It is good to apologize today.
Anya," Is that you, God?!"
Loid," Apologize, Anya. Reconcile with him."
Anya, I suddenly feel this intense pressure.
Male student C," ""And that's when John made up his mind."
Sign, Language Class
Male student C," Even if he were to be left out, he was going to see his beliefs through."
Male student C," And then John never apologized to anyone ever again."""
Sign," ""But then John reflected upon his actions"""
Sign,"""and thought, 'Sometimes, it's just better to admit you're wrong and get along with others.'"""
Anya, My textbook seems different from everyone else's...
Sign, Lunchtime
Becky, It's finally time for lunch. Let's go to the cafeteria.
Becky, I guess this really is a prestigious school.
Becky, We're getting pretty brutal lessons from day one.
Becky, I'm exhausted.
Female Instructor," New students, you can order whatever you'd like for lunch."
Sign, Cafeteria
Becky," Huh... Well, they're nowhere near as talented as my chef."
Anya, Anya wants omelet rice.
Becky, What a bizarre dish.
Anya, Second son!
Becky," Ew, go eat in your dorm."
Anya, I have to apologize.
Becky," No, you don't."
Becky, They're the ones at fault.
Loid, That stupid little brat!
Loid, That's it. I need to get her away from Anya.
Senior waiter," Hey, newbie! Where are you going?!"
Loid, Becky Blackbell from Class -.
Loid, Come to the student hall in Tower A immediately.
Becky, Huh? But I'm still eating.
Loid, Now!
Becky, Ugh!
Anya, Now's my chance to apologize.
Ewen, Wh-What do you want?! You wanna fight again?
Anya, Um—
Emile," If you hadn't sucker punched him, Lord Damian never would've lost to you!"
Anya, Um...
Damian," Shut up, you two."
Emile, Huh? I see. You're going to personally give her what for!
Damian, Why do I find it so hard to speak when she's in front of me?
Ewen, Lord Damian?
Damian, What is this awkward sensation I'm feeling in my chest?
Anya," I feel a weird chill. I betterapologize quick, then run away."
Emile," Knowing Lord Damian,"
Emile, I'm sure he's finding the absolute perfect insults to rip this little girl to shreds!
Ewen," I wonder what he'll go for? ""Shrimp""?"
Ewen," No, that is far too meek."
Emile, Super uggo? Raccoon face?
Anya, Um...
Ewen, Violent gorilla girl?
Anya, I...
Emile, She's even got those lame hair things that look like horns.
Anya, Y-Yesterday...
Ewen, Your momma's so fat...
Ewen, You've got stubby little legs.
Emile, Stubby little legs!
Emile, She's even got those lame hair things that look like horns.
Ewen, Raccoon-faced commoner!
Emile, You'll get your filthy commoner germs on us.
Emile," Go away, you stubby little raccoon."
Emile, With stubby little legs...
Ewen, Stubby little legs!
Anya, I'm... um...
Anya, I'm r-really sorry...
Anya, that I suddenly hit you yesterday!
Anya, I just wanted...
Anya, to be friends with you.
Anya, I'm sorry...
Anya, for having stubby little legs.
Damian, Sh-She felt so bad that she's actually bawling?!
Damian, She's so demure.
Loid, I guess I didn't really need to interfere.
Loid," Well done, Anya. Good job apologizing."
Ewen," Lord Damian, your face is bright red."
Damian, That's just because... I'm enraged!
Damian, I would never...
Damian, That's right. She defied me! Right to my face!
Damian, Yes...
Damian, She came right up to me...
Damian, Stared deep into my eyes...
Damian, N-No! That's not what's going on!
Damian," Stop pounding, my stupid heart!"
Damian, She's a commoner! I would never...
Damian," No, never!"
Damian, That's just too embarrassing.
Damian, Damn it all! I'd rather die than ever admit it!
Damian, I will never forgive you! My pride will not allow it!
Ewen," Well said, Lord Damian! A woman's tears cannot sway him!"
Emile, We'll let you off the hook for today.
Emile, Lord Damian!
Loid, Her apology... was completely rejected?!
Loid, Plan B is done for.
Emile," By the way, why are we running?"
Damian, Shut up!
Sign,Relationship with Damian:
Anya, School is... scary.
Anya, Becky!
Becky, Who was it?! Who the heck called me out here?!
Sign, Tower A Student Hall
Loid," That makes the denominator three, and you get one-third."
Loid," Which means you have three thirds, which is equal to one."
Loid," Simple, right?"
Yor," L-Loid, why don't you both take a break?"
Loid, Absolutely not. She has to learn at least this much by today.
Loid, The incident with Damian the other day...
Loid," The ""Friendship Scheme"" that was meant to bring us closer to the Desmonds..."
flashbackDamian, I will never forgive you!
Loid, completely fell apart.
Loid," Which means we need to go with the orthodox method of Plan A,"
Loid, and boost its chances of success as much as possible.
Loid," If you don't finish this, you don't get to watch your spy cartoon tonight."
Loid, Well? What's the answer here?
Anya, I'll finish this quick by reading Papa's mind.
Loid, Come on. You use this formula here...
Loid internal," In order to get the Stella needed to become an Imperial Scholar,"
Loid internal, there are other methods such as excelling in sports
Loid internal, or doing community service.
Loid internal, But in order to halt getting Tonitrus Bolts from bad grades
Loid internal," Though honestly, the most absolute way to get to the social gathering"
Loid internal," or being expelled from them, we need to get her academic skills up."
Loid internal," is to infiltrate it, but over the past few years, fellow agents have..."
Loid internal, I could enter the faculty roomand alter documents...
Yor," Are you all right, Miss Anya?!"
Anya, I will read Mama's mind.
Anya," Mama, this question..."
Yor, Let's think it over together.
Yor," Let's see... The denominator is five, so that's one split into five."
Yor," Um... To make this easier to understand,"
Yor, let's rip all four limbs off of a torso...
Yor," Oh, but then the head gets in the way."
Yor, Huh? Um...
Yor, Five... Five?
Yor, Doesn't a five look like an S?
Yor," Are you all right, Miss Anya?!"
Loid, What's wrong? Well? Why can't you solve this?
Loid, I honestly can't figure out what it is she can't understand.
Anya, I don't wanna study!
Loid," Hey, wait a minute!"
Yor, L-Loid...
Yor, I don't think it's a good idea to be too forceful at times like this.
Loid," Yes, but she needs to study more to become an Imperial Scholar."
Yor, But is that something she wants for herself?
Loid, Well...
Loid, That's actually for my mission.
Yor, I would really like Miss Anya to enjoy going to school.
Yor," Of course, she may need to studyso that she doesn't get expelled."
Loid, Yes... You're right.
Loid," She's still very young,"
Loid, so getting good grades is probably the least of her worries.
Yor," Oh, I'm sorry."
Yor, I shouldn't butt into another family's affairs.
Loid," No, it's quite all right. Thank you, Yor."
Loid, I do lose my composure with her at times.
Yor, I'm sure other parents go through the same thing.
Yor, Let's take a break.
Yor, I'll make us some tea.
Loid," Anya, we made you some hot cocoa."
Loid, And now she's holed up in her room.
Yor, I guess she's sulking now.
Anya, I'm gonna do my best in school!
Yor, She reminds me of my little brother when he was small.
Yor, She'll come out eventually.
Loid," By the way, your brother works for the Ministry of Foreign Affairs, right?"
Loid, He must have a brilliant academic record.
Loid, Did you help him with his homework?
Loid, If you have any tips for me...
Yor," Oh, no. Yuri was a much more capable child than I was."
Yor," I'm embarrassed to admit it, but he probably taught me more than I taught him."
Yor, Whenever we'd study together...
Young Yuri," No, Sis. Spiders actually aren't insects."
Young Yuri," Insects have six legs,"
Young Yuri," and their bodies are split up between their head, thorax, and abdomen."
Young Yor," Wow... You're so knowledgeable, Yuri."
Yor," Whenever I complimented him, his smile would light up the room."
Young Yuri," Sis! Next, I'll teach you history!"
Young Yor, S-Sure...
Yor," He must've enjoyed teaching me things,"
Yor, because he'd always study on his own even when I left him alone.
Young Yuri," Sis, wake up! I learned my times tables! Listen!"
Young Yor, Mrfh...
Loid, I see. So part of his motivation was earning your praise.
Yor," I'm not so sure about that,"
Yor," but if that is the case, perhaps you can be someone like that for Miss Anya."
Yor, It might be worth it to praise her for the smallest things.
Yor, I think that'll make Miss Anya happy.
Loid, Well... I'm not so sure about that.
Loid," I'm not her real father, after all."
Loid," Wait, no."
Loid, That's right. I need to be the ideal father.
Loid, I need to play that part.
Loid, That was the foundation of this mission.
Loid," But up until now, nothing has been ideal,"
Loid," and as a father, I've been..."
Yor, It's all right.
Yor, Please be more confident in yourself.
Yor, Don't you remember what Miss Anya said?
Yor, That we're a perfect points.
Yor," To Miss Anya, you're a wonderful father."
Loid, I'm grateful to hear you say that.
Yor," Oh, no. I butted in as a stranger again."
Loid," No, Yor."
Loid," You're not a stranger, nor part of someone else's family."
Loid," Right now, you're the mother of the Forgers."
Loid, I'm counting on you to provide whatever I'm lacking.
Yor, Th-That's right. I'm actually someone's wife.
Loid, Don't say things like that when we're out of the house.
Loid," It would be great if you could look over Anya's homework, too."
Yor," Of course, if you think I can be of help."
Yor, Let's take our time and do our best together.
Loid," That's right. Don't panic, Twilight."
Loid," If this could be ended by assassinating Desmond alone,"
Loid," there would be countless methods,"
Loid, but that won't get us to a true solution.
Loid, Nothing goes well in a short amount of time.
Loid," You need to know what your targetis thinking, what they desire,"
Loid, then gain their trust and get close to them so you can keep an eye on them.
Loid, Completing such mundane missions that require patience makes a true spy.
Loid," First, I need to truly understand Anya."
Yor," Oh, look at the time."
Loid, I'll go have a chat with Anya.
Yor, Then I'll go ahead and do the dishes.
Loid," Hey, Anya. Your spy show's about to start."
Loid, I'm sorry about earlier.
Loid," Let's watch your show first,"
Loid, and then we can figure out what to do about your studies.
Loid, Anya?
Loid, She fell asleep.
Loid, You're going to catch a cold.
Loid, She was studying on her own?
Anya, I have to get the best grades on my tests for Papa...
Loid, I guess I'll just record that show for her.
Anya," No, Mama. You can't k*ll Papa..."
Loid, What exactly is she dreaming about?
Anya, Zzz...
Loid," A wonderful father, huh?"
Loid, I wonder what it'd feel like to have a real family.
Dominic," Heya, Yuri! Working hard, I see!"
Yuri," Oh, it's been a while, Dominic."
Yuri, I've been so busy with work that I haven't been home at all.
Dominic, Elites at the Ministry of Foreign Affairs sure are cut from a different cloth.
Yuri," Oh, yeah. Dominic, how was the party the other day?"
Yuri, What was the guy my sister went with like?
Dominic," Oh, Yor's..."
Dominic," Ah... Actually, congrats, by the way."
Dominic," Wait, you haven't met him yet?"
Yuri, Huh?
Yuri, My sister got married?
Sign, THE COUNTER-SECRET POLICE COVER OPERATION
Anya, Three-thirds!
Handler," So, how are things going, Twilight?"
Handler, How is your daughter doing with her academics?
Handler, HQ was estimating that she'd be able to receive eight Stella in about four months.
Loid, Four...
Loid, Not a problem.
Handler, I see... that your ability to lie has diminished.
Loid," I'm confident she'll be able to get eight Tonitrus Bolts in two months, though."
Handler, No matter.
Handler, By the way...
Handler, Our informant within city hall was compromised this morning.
Handler, The enemy is stepping up their game.
Handler," Be on your guard, Twilight."
Handler," I shouldn't have to say this about being in the city,"
Handler," but be it at Eden College or elsewhere,"
Handler, you never know where eyes will be watching you.
Handler, This country's counter-intelligence agency is quite tough.
Hayward, H-How can I help you gentlemen?
First Lieutenant, We're with the State Security Service.
First Lieutenant," You're Jim Hayward, are you not?"
First Lieutenant, We're taking you in on suspicion of being a spy.
Hayward, A s-spy?! What are you talking about?
Hayward, Hey... wait!
Hayward, Stop that! Unhand me at onc—
First Lieutenant, We'll hear what you have to say back at the office.
Millie, That's totally what happened this morning! I was so scared!
Sharon, The guy they took from finance
Sharon, was apparently leaking documents from this office.
Yor," Oh, he must be a bad person."
Camilla, Mornin'.
Millie," Oh, mornin'!"
Yor," Good morning, Camilla."
Camilla," Oh, by the way, Yor, my boyfriend told me about your marriage."
Camilla, You haven't even told your younger brother yet?
Yor," Oh, you're right! I'd completely forgotten!"
Sharon," Uh, you forgot? For a whole year?"
Yor, Wh-What shall I do?
Camilla, He said he'll be calling you here later.
Yor, That's right.
Yor, I haven't given him the number for my new place yet.
Yor, I was so relieved our marriage went throughthat I blanked on everything else!
Millie, Say... is your younger brother a hottie?
Millie," Aw, he's a total cutie!"
Yor, Yes. Yuri is quite adorable.
Yor," He would always call me ""Sis"" and refused to leave my side."
Sign, The State Security Service
Millie," Yikes, so he's obsessed with his sister. Pass."
Sharon," If your brother looks up to you so much,isn't it kinda mean to forget to tell him that?"
First Lieutenant, Let's start one more time from the beginning.
First Lieutenant, How many and what kind of files did you take from city hall?
First Lieutenant, Who did you sell them to?
First Lieutenant, What do they look like?What is their contact information?
First Lieutenant," When, where, and how many times did you meet with them?"
Hayward, Please let me go home.
Narrator, The State Security Service.
Narrator, An organization whose goal is to maintain the peace within their nation.
First Lieutenant," Since we're both so good at talking, let's continue, Mr. Hayward."
Narrator, Its main duties include spy hunting and keeping an eye on the citizens.
First Lieutenant, What do you say?
Narrator," To complete their missions, they frequently use v*olence,"
Narrator," wiretapping, intimidation, and t*rture."
Narrator," The citizens called them the ""secret police,"" and they are feared."
Yuri," Great work, First Lieutenant. The boss asked me to take over the questioning."
First Lieutenant," All right. I'll leave the rest to you,"
First Lieutenant, Second Lieutenant Briar.
Yuri," Yes, sir! I'll do my best!"
Narrator," Yuri Briar, age twenty."
Narrator, He is a member of the secret police.
Second lieutenant, Why did the boss bring such a softie into our team?
Second lieutenant," I admit that he's good, but frankly, he's just a kid."
Second lieutenant, Some elite from the Ministry of ForeignAffairs who quickly rose up the ranks.
First lieutenant, When I talked to the boss...
Chief," Huh? Well, isn't Yuri adorable?"
Chief, He's like some cute little puppy.
First Lieutenant, And that was all.
Second Lieutenant, I-I see...
First Lieutenant," Well, our organization needs a kid like him sometimes."
First Lieutenant," Not to mention, he knows how to do the job,"
First Lieutenant, and he can be quite indiscriminate.
Yuri," Hello, Mr. Hayward!"
Hayward, You won't get anything out of m—
Yuri, My older sister actually works at city hall just like you do!
Hayward, Huh?
Yuri," Maybe you know her. She's pretty and kind, and I'm super proud of her!"
Yuri, I'm actually going to celebrate her marriage today.
Yuri," I haven't seen her in forever, so I'm really excited!"
Yuri," So, yeah. I'd like to get this over with quickly so I can go home."
Yuri, Why don't you just spit it all out already?
Hayward, I-I don't know anything!
Yuri, Here are photos of your deals.
Yuri," This is you, isn't it, Mr. Hayward?"
Secretary," Second Lieutenant, you—"
Secretary, How long were you holding on to important evidence like this?!
Yuri," Oh, I'm sorry. I forgot to submit them."
Yuri, You'd be much better off if you were honest.
Heyward," So, I was just giving them the papers in exchange for cash."
Heyward, All I know about him is that he's from the West. I don't even know his name.
Yuri, Was there anything awkward about this man's looks or speech?
Yuri, Perhaps he didn't act his age?
Heyward," No, nothing like that."
Yuri, I see. In that case...
Yuri," Does the name ""Twilight"" sound familiar to you?"
Heyward, Who?
Yuri," He's a spy from the West. Apparently, a master of disguise."
Yuri, He is the villain who is trying to make this world fall into chaos.
Yuri, You could call him my natural enemy.
Heyward," I-If I helped you catch him, could we just forget about all this?"
Yuri, Do you know something?
Heyward," Er, no, but let me remember..."
Yuri," If you feed me false information, you'll be committing another crime, so do be careful."
Heyward, I just wanted extra money so I could fool around with girls! I didn't mean any harm.
Yuri," You have a wife, don't you?"
Heyward," You're a man, too! You must understand!"
Heyward, I was just selling some documents. I'm no political criminal.
Heyward, Let me off the hook! Please!
Yuri," Mr. Hayward, you see..."
Yuri, I haven't told my sister that I work for the State Security Service.
Yuri," It's a particularly dangerous job, so it'd just worry her."
Yuri," And above all, I don't want her to know how much dirty work I do."
Yuri," Mr. Hayward, what you've done is treason."
Yuri," Perhaps they were nothing more than pieces of paper to you,"
Yuri, but they may very well put many of our citizens in danger.
Yuri, Do you understand?!
Yuri," Unlike you, I love my family... my sister."
Yuri, I will do anything to protect this country where my sister lives.
Yuri, And I do mean anything.
Bondman, I don't care how much you t*rture me!
Bondman, I will never... sell out my friends!
Enemy," Curse you and your resilience, Bondman!"
Loid, If only she could concentrate on her studies like this.
Bondman, I only have two b*ll*ts left.
Anya, How many b*ll*ts can Bondman's p*stol hold?
Loid, Hm? I'm pretty sure it was eight.
Anya, So that's two-eighths!
Loid, Yes! You're right!
Anya, He has two-eighths of his b*ll*ts left!
Loid, How do you even know those words?
Loid, So the cartoon makes things easier for her to understand?
Yor," Th-Th-Th-Th-There's trouble, Loid!"
Loid," Welcome home, Yor."
Anya, He has two-eighths of his b*ll*ts left!
Yor," Yuri... I mean, my younger brother is coming here today!"
Loid, Today?!
Yor," So, yes..."
Yor, He insists on coming over and congratulating us.
Yor," What shall we do? He won't find out that this marriage is fake, will he?"
Loid, Don't worry.
Loid, I've prepared lovey-dovey couple accessories for just this sort of occasion.
Anya, Papa and Mama are flirting.
Loid and Yor, We are not!
Anya, Mama's little brother still isn't here?
Loid, You mean your uncle.
Anya, Unkie...
Loid, It's late. You should go to bed.
Anya," Anya will greet Unkie, too..."
Yor, It appears as though he's still stuck at work.
Yuri," I got a little worked up, and now I'm late."
Yuri," Ah, but..."
Yuri," I'll finally be able to see Sis! It's been so long! La, la!"
Yuri, Hurgh!
Yuri, I can feel the ribs that my sister broke before tingling.
Yuri," I'm remembering her loving embrace, and now my whole body is tingling!"
Yuri, But why in the world did my sister wait a whole year to tell me she was married?
Yuri, Could he be some foul villain that she's afraid of introducing to me?!
Yuri, I will eliminate every thr*at within this country where my sister lives.
Yuri," That includes her husband, too."
Yuri, Loid Forger...
Yuri," If he's some shithead who's threatening my sister, I'll throw him in a cell immediately."
Yuri," No, calm down. She mustn't find out about my job."
Yuri," In order to protect my job and my happiness,"
Yuri, I must make sure she never finds out about this!
Loid, Yuri Briar...
Loid, The Forgers' only blood relative.
Loid, It's easy to slip up around someone you'reemotionally close to. We must be careful.
Loid, I cannot lose this family that I've worked so hard to create.
Narrator, Everyone has a side they don't show anyone else.
Narrator," To their friends, their significant others, or even their families."
Yuri," Hello! It's nice to meet you! I'm Yor's younger brother, Yuri!"
Narrator," They hide what they're truly feeling through fake smiles or bravado,"
Narrator, and keep their true identities secret.
Loid and Yor, Welcome.
Narrator, That is how the world keeps up the appearance of its temporary peace.
Announcer," Foreign Minister Windsor met with Westalis's Foreign Minister Brantz for six days of talks,"
Announcer, with the goal of normalizing diplomatic relations between the two countries.
Loid, I'm going to find out...
Yuri, I'm going to find out...
Loid, if this man is going to harm our family or not!
Yuri, if this man is worthy of my sister or not!
Yuri," No, of course he's not worthy."
Loid," Oh, let me take your coat and the things you're carrying."
Yuri," Oh, no, there's no need. Thank you for offering."
Loid, I can prepare something simple for us to eat pretty quickly.
Loid, The two of you can go ahead and relax.
Yuri," Oh, don't mind me."
Yuri, I would never eat something you've made.
Yor," Oh, you look so scary, Yuri.You must be nervous."
Yuri, I-I'm not...
Yuri, Crap. My animosity must've been showing.
Yor," Please, make yourself at home."
Yuri, I could still be worked up from that interrogation earlier.
Yuri, I need to play the part of the studious civil servant in front of my sister!
Yor, I need to play the part of the lovely wife in front of Yuri!
Yor, I could never tell him that I got married so I could continue k*lling!
Yor," Thank you for the flowers, Yuri."
Yuri," Sure... But, Sis..."
Yuri, I haven't accepted your marriage yet.
Yuri, Why did you keep this a secret for a year?
Yuri, How am I supposed to accept it if you don't explain?
Loid, A reasonable question.
Loid," Now, then..."
Loid, About your brother... Why don't we just go ahead and tell him everything?
Loid, The fact that single women are seen as highly suspicious
Loid, is a very serious issue in our times.
Loid, I'm sure your brother will understand.
Yor, W-We can't!
Yor," My brother can be very, er, sensitive."
Yor," If he found out that I... I got married to someone I wasn't in love with,"
Yor, he would probably lose his composure.
Yor," Then we could end up troubling you, Loid..."
Yor, And I don't want my brother to have to worry about me over something like this.
Yor," Oh, b-but don't worry! I have the perfect excuse to give him!"
flashback Yor," I know more about Yuri than anyone else, so leave this to me!"
Loid," I'm counting on you, Yor."
Yuri," Well, Sis? Why didn't you tell me?"
Yor, W-Well...
Yor, B-Because I completely forgot!
Yuri," Huh? Okay, uh, I..."
Yor, It completely slipped my mind!
Yuri," Actually, when I called you the other day, you told me that you had a partner."
Yuri, You could've at least told me then!
Yor, W-Well...
Yor, I forgot that I had forgotten to tell you about my marriage!
Yuri," Well, if you say so, it must be true! Sorry, Sis."
Loid, He accepted that?!
Narrator," When it concerns his sister, this man's sense of logic goes out the window."
Yuri," Jeez, Sis! You're such a scatterbrain!"
Loid, Is this normal for the Briars?
Loid, Sorry to keep you waiting.
Yuri, Tch. How dare you interrupt the fun Sis and I were having?
Yuri," No... If I keep up this nasty attitude, Sis might end up hating me."
Yuri, I need to at least fake—
Yor, Isn't Loid's cooking just so delicious?
Yuri," Hmph! Don't think your cooking is enough to win me over, you villain!"
Yuri," Oh, right. I actually brought over some wine."
Yuri," Please, help yourselves."
Loid, How considerate of you.
Yuri, I'll get you drunk and expose you for the filthy villain you are!
Loid," None for you tonight, Yor."
Yor, I know.
Yor, Unfortunately.
Yuri, So where did you two meet?
Loid, At the boutique on rd Street.
Yor, It was so surprising for a man I didn't know to stare at me like that.
Loid," Er, well... She was just so beautiful, you know..."
Loid, The way you said that...
Loid, This subject will probably lead to a slip-up. I need to change it.
Loid," After a few dinners, we realized we had a lot in common."
Yuri, When were these dinners? Where? How many times did you go?
Yuri, Which restaurants?
Yuri, How many encounters led to your courtship?
Yuri, What made you decide to marry her?
Loid, Um...
Loid, Why do I feel like I'm being questioned by an officer?
Yuri, How do the two of you address each other?
Loid," Huh? Er, I call her ""Yor."""
Yuri," ""Yor""?!"
Yuri, Even I hesitate to use her given name!
Yuri," S-S-S-Sis, you don't happen to call him ""Loi Loi"" or ""Loidy,"" do you?"
Yor, Huh? Um...
Yuri, Loidy!
Yuri, God damn it!
Yor, I-I just... call him Loid!
Narrator," When it concerns his sister, this man's sense of logic... Well, you know the rest."
Loid, Are you all right?
Loid," Here, have some water."
Yuri, What could my sister possibly like about this guy?!
Yuri," Just because he can cook a little, and he's handsome, and tall,"
Yuri," and considerate, and a doctor, that's just..."
Yuri, That's just...
Yuri, God damn it!
Yor," Yuri, calm down."
Loid, I guess neither Briar holds their liquor well.
Loid," By the way, Yuri, I hear you're a diplomat."
Loid," Divert, divert..."
Loid, That's quite the line of work. Yor loves to brag about you all the time.
Yor, Dominic told me the other day that you went all the way to Hugaria recently.
Yuri," Huh? Yeah. I mean, it's just work."
Yuri, But yes. It was a beautiful city.
Yuri," I wish I could've shown you, Sis."
Yuri," There were a lot of cafés, too."
Yuri, There was even an old one that an empress used to frequent...
Loid," You mean in the capital city Obda, right?"
Loid, There are several delicious restaurants there.
Loid, I went there when I was a medical student.
Yuri," Oh, really?"
Yuri, I went to Kalpatia often.
Yuri, The old man who owns it makes a superb stew.
Loid," I had that, too! Ah..."
Loid, So this wine is also from Hugaria. It's excellent.
Loid, This is...
Yuri," Oh, that..."
Loid," ""I bought it from a shop on Hedger Street."""
Yuri, I found it at a little shop on Hedger Street.
Loid, It must've been pricey.
Loid, It's dalc.
Yuri," Oh, no. It was just around dalc."
Loid, I knew it.
Loid, That's plenty fancy. Thank you very much.
Loid, This conversation...
Loid, It's right out of the Ostanian Intelligence Agency's manual for the art of deception.
Loid, It's a conversation template used to fabricate a story about going to another country.
Loid, Meaning this whole story's been a lie.
Loid," Besides, the owner of Kalpatia now has his son running the shop."
Loid, And this wine actually costs dalc now due to a poor harvest.
Loid," You may be able to fool an amateur, but it won't work on me,"
Loid, Yuri Briar!
Loid, I had my reservations as soon as I heard you worked for the Ministry of Foreign Affairs.
Loid, That line of work has commonly been an entryway to espionage.
Loid," I had Franky do some digging,"
Loid, and there are records showing he worked in that department up until a year ago.
Loid, He must've been scouted by the intelligence agency right before or after that.
Loid," Putting all the pieces together,"
Loid, this man works for the domestic counter-intelligence agency
Loid, that is WISE's mortal enemy... the secret police!
Loid," That said, though it may be dangerous,"
Loid," as long as he doesn't find out who I really am,"
Loid, maintaining this relationship isn't a bad idea.
Loid," If I play my cards right, he could be a powerful source of information"
Loid, regarding my enemies.
Loid, I'll get you something in return next time.
Yor," Isn't it wonderful that you have such a lovely older brother now, Yuri?"
Loid," He appears to be concealing his identity from Yor, too."
Loid, He may be easier to manipulate than I thought.
Yor, Yuri?
Yuri," I told you I wouldn't accept him, Sis!"
Yuri, I'm never going to call him my brother!
Yor," You're being rude, Yuri."
